0,1
10.650383,9.203459
15.44906,13.468984
19.131882,11.797619
20.26324,9.756513
11.005726,9.83585
10.394023,10.785756
19.617527,11.137415
15.085883,6.441205
14.912106,10.29596
10.992508,15.680657
13.895269,14.399357
23.588697,7.365976
17.197552,14.029547
10.3102045,16.024296
14.584633,17.557322
10.707745,10.579232
14.956053,6.664243
15.964823,11.127595
13.2344675,19.962189
10.986404,15.619069
11.044203,8.993089
19.556566,16.644638
14.488674,7.812856
23.59428,7.306887
18.926155,8.526674
24.266008,7.7455964
14.503423,19.711496
14.412782,16.182732
11.419872,9.372118
12.257425,9.762641
13.029529,18.294384
23.834696,7.5636153
17.788654,16.154583
13.399772,18.390448
13.869066,12.748733
17.327505,16.65638
14.898235,19.41526
13.028638,18.941353
14.929896,19.072136
18.424892,15.48671
10.871892,14.682208
22.757978,10.014789
12.782172,6.1078844
11.496078,15.569708
17.609114,12.66159
23.69302,7.463139
17.521166,8.672931
18.71576,8.568945
15.6360445,18.224024
20.524601,16.826641
23.773241,7.228471
20.738361,16.159876
13.320035,12.530868
16.338152,12.341453
12.660715,10.010641
12.81665,19.830755
10.445128,9.597739
12.860737,18.358173
24.470638,7.595372
11.566292,10.441005
10.360514,13.097912
18.119545,14.379652
10.873373,10.944569
13.964858,12.651619
13.945573,15.848474
16.16682,11.210349
11.0537195,9.90862
14.71999,19.514772
14.0904255,17.376171
12.806317,19.890444
14.728015,6.811641
13.563071,16.11212
20.973337,12.78665
12.649923,18.966537
12.397404,16.174757
21.494802,11.096428
16.999657,2.7709045
10.284248,9.463911
20.412912,12.0666685
15.647537,17.503551
10.630525,9.314084
13.435401,11.593985
10.5602045,9.674494
14.790139,9.064387
16.041227,11.078887
13.242708,18.061874
24.176023,6.955678
11.806427,15.259603
24.011372,7.411261
11.470038,15.274048
22.595608,8.474987
19.109709,8.175791
20.844318,17.136015
10.976638,12.900365
11.2241955,9.326374
13.44539,17.65344
14.375442,8.4953375
12.027256,9.305377
23.56623,7.1759324
19.190731,16.611946
13.028251,16.447182
12.887029,16.814224
23.806068,7.3378153
14.100591,18.08077
11.506298,17.006914
18.475515,13.928384
17.935497,13.1522
14.786092,8.255251
15.313587,11.8849125
21.286066,8.548192
19.055586,8.024043
14.346109,17.770597
19.301226,10.712905
15.423462,16.257254
24.024721,7.8502603
13.350444,16.71045
15.353375,16.194304
12.077635,9.707308
11.774172,14.182836
22.697803,8.350568
21.055107,13.058867
14.8281355,19.002745
20.91082,8.32521
10.520733,12.85651
12.197429,11.538913
24.050516,7.7044535
10.37541,8.954638
13.872456,14.909058
20.696754,13.331258
12.076676,14.68392
12.133984,14.001226
18.560375,11.990879
13.6818695,17.957611
15.4850645,14.394464
14.020294,15.723208
13.298887,14.694488
11.319004,14.833875
21.35809,10.820006
14.825586,7.449142
15.3791065,15.184138
20.759047,7.9810944
18.352694,14.222624
14.9107485,19.27118
17.980616,8.891013
11.168908,15.068308
17.398657,8.996099
17.008839,2.5444853
16.270735,10.905114
10.637374,12.171778
20.774504,12.0097
12.792025,20.237953
13.128001,14.271445
14.33121,17.08374
10.659142,9.742353
15.413277,15.170588
11.316258,16.255743
20.093708,12.247692
21.012905,8.376644
10.804513,9.353133
24.454714,7.434366
17.27695,12.8350725
12.391832,12.189312
19.31124,8.25303
15.109598,18.254564
23.434404,7.0712457
17.781015,12.551093
19.422415,8.103588
11.843462,17.215374
19.11197,11.528744
23.583817,7.5229297
12.995427,9.913635
11.929479,5.8794713
19.498693,10.380089
17.424473,10.895489
13.422593,14.681455
12.705929,18.246828
14.959604,6.188013
21.171375,10.824176
12.0849695,17.252514
18.371607,14.369594
23.506166,7.599831
10.472186,9.071392
12.012395,11.932894
12.419039,14.249241
14.217264,12.8936825
21.77057,9.509457
10.65168,11.0040245
23.445934,6.942919
14.197227,14.877046
11.947874,16.934391
10.831199,8.825537
13.764147,16.39862
18.7936,8.927499
16.220749,11.528209
16.556845,1.9798815
11.654463,10.705371
21.218151,11.625236
14.612105,7.171196
13.046008,16.610542
10.943948,9.693654
18.639755,10.187234
10.650423,5.7308855
16.515667,2.2676625
13.90821,18.255379
22.912521,10.190703
13.587529,9.976824
11.087234,12.361846
20.530909,16.174297
20.129766,9.495023
17.857998,16.482246
10.1851425,15.784546
12.959134,9.917558
10.38164,12.262679
15.204661,6.4866633
20.545656,15.9727955
16.726181,14.430842
14.517734,18.874155
18.41792,9.075511
11.866411,16.887625
16.009766,16.70749
16.975716,8.798624
13.473457,19.431463
24.181168,7.327546
