0,1
6.786132,-2.726372
4.087598,-1.6115272
-1.9093521,-1.2774109
-1.068379,-1.6182574
1.6454045,-2.834182
6.782648,-1.2317623
6.947443,-1.7021818
-2.643849,1.6109941
-2.6467438,0.95343804
-3.7663817,-0.1922477
6.177012,-0.4628117
-2.4131126,8.733061
-5.33765,-0.34072354
-2.235809,4.0336585
-0.7876398,3.210783
-4.186532,4.6513653
1.8339901,2.109176
-5.9684997,-2.6105003
-6.127485,-2.9699154
-0.4158325,-1.5392485
-4.838145,-2.433516
-6.145832,0.37068945
-2.8960004,-3.3587825
-4.6000156,1.7117136
-0.43419558,1.2451648
3.704189,1.3287535
0.41689497,6.626252
3.1944153,-2.4921334
8.591507,-4.4382944
-3.6398473,-2.1512086
2.8664136,5.6474113
-4.530247,2.0832107
1.3382648,-2.5532186
0.34527874,-1.4112723
-0.026988251,7.219991
0.6707758,-2.139856
5.5563016,-1.940793
1.6993024,2.1909282
-3.1280484,-5.2221694
3.8606572,-0.6245205
-1.3231711,0.904213
-5.03428,-0.07744401
-7.149191,-0.7048411
-0.7142422,3.8925323
4.479622,-3.317517
1.8563118,-2.0811825
-1.4939643,-1.9622971
-1.7524172,0.39429584
6.9671082,-1.7989686
-2.04935,-1.5971571
