0,1
9.00403,2.83199
0.47894546,9.886266
4.5242734,10.818033
1.9760289,8.253585
4.8996563,10.061287
0.36586866,5.8088446
9.374937,1.319418
9.916683,7.3367248
5.571154,2.2532291
6.6522374,10.097675
7.794687,0.2948126
4.5295615,7.6362805
-3.2866757,8.230377
9.754624,1.9161528
-0.64207643,8.088474
6.683253,8.331734
3.8310528,4.352367
0.31929082,2.875547
7.988482,3.1367433
-3.5575595,5.2881994
-4.156264,6.8614297
-2.6109588,8.442964
0.8984774,8.831635
2.587618,2.3630424
-2.2638645,8.371196
5.8442116,9.582377
8.082056,0.6790684
0.7463309,6.4072137
7.9793115,0.5440078
4.189115,6.916693
6.7417154,7.3118176
-2.7919164,6.3612123
6.956688,8.849874
6.1001544,5.7044344
8.724053,1.9020829
2.4773803,8.636584
11.170291,2.819927
-4.052942,5.2883425
2.6993523,9.251519
-3.4521625,7.6942325
1.3930248,2.7975726
-3.1483881,5.4552946
8.603236,5.2696085
6.1095543,2.2363536
4.4637938,1.6837207
-2.2564616,4.1649823
4.321146,4.956438
11.0800705,4.95653
3.8934677,3.861676
0.5047765,5.9049373
