Symbol1,GeneID1,Type1,Symbol1,GeneID1,Type1,Species,PMID,Source,Experiment,Interaction_type,DB
Fos,14281,TF,Jun,16476,TF,mouse,15867431,717292,0407:direct interaction,0096:pull down,biogrid
Fos,14281,TF,Jun,16476,TF,mouse,1631061,301859,0407:direct interaction,0018:two hybrid,biogrid
Fos,14281,TF,Jun,16476,TF,mouse,1631061,EBI-7906192,0915:physical association,0018:two hybrid,intact
Fos,14281,TF,Jun,16476,TF,mouse,21478324,611793,0915:physical association,0004:affinity chromatography technology,biogrid
Fos,14281,TF,Jun,16476,TF,mouse,21478324,611795,0915:physical association,0004:affinity chromatography technology,biogrid
Fos,14281,TF,Jund,16478,TF,mouse,15867431,717287,0407:direct interaction,0096:pull down,biogrid
Fos,14281,TF,Nfe2l2,18024,TF,mouse,18358244,329834,0915:physical association,0004:affinity chromatography technology,biogrid
Fos,14281,TF,Smarca2,67155,TF,mouse,11053448,261753,0915:physical association,0004:affinity chromatography technology,biogrid
Fos,14281,TF,Smarcb1,20587,TF,mouse,11053448,261754,0915:physical association,0004:affinity chromatography technology,biogrid
Fos,14281,TF,Yy1,22632,TF,mouse,22322974,671444,0915:physical association,0004:affinity chromatography technology,biogrid
Fosb,14282,TF,Mta1,116870,TF,mouse,21258411,544334,0915:physical association,0004:affinity chromatography technology,biogrid
Foxa1,15375,TF,Alx4,11695,TF,mouse,20211142,469328,0407:direct interaction,0018:two hybrid,biogrid
Foxa1,15375,TF,Dlx1,13390,TF,mouse,20211142,469458,0407:direct interaction,0018:two hybrid,biogrid
Foxa2,15376,TF,Arnt,11863,TF,mouse,20609350,EBI-2893433,0914:association,0006:anti bait coimmunoprecipitation,intact
Foxa2,15376,TF,Hif1a,15251,TF,mouse,20609350,EBI-2893330,0914:association,0006:anti bait coimmunoprecipitation,intact
Foxa2,15376,TF,Hif1a,15251,TF,mouse,20609350,EBI-2895265,0915:physical association,0096:pull down,intact
Foxa2,15376,TF,Hif1a,15251,TF,mouse,20609350,EBI-2895320,0915:physical association,0096:pull down,intact
Foxa2,15376,TF,Hif1a,15251,TF,mouse,20609350,EBI-2895338,0914:association,0006:anti bait coimmunoprecipitation,intact
Foxa2,15376,TF,Hif1a,15251,TF,mouse,20609350,EBI-2895345,0915:physical association,0096:pull down,intact
Foxa2,15376,TF,Kat5,81601,TF,mouse,23260146,EBI-6667070,0914:association,0006:anti bait coimmunoprecipitation,intact
Foxa2,15376,TF,Smarca4,20586,TF,mouse,23260146,EBI-6667070,0914:association,0006:anti bait coimmunoprecipitation,intact
Foxe3,30923,TF,Sall4,99377,TF,mouse,20211142,470167,0407:direct interaction,0018:two hybrid,biogrid
Foxh1,14106,TF,Alx4,11695,TF,mouse,20211142,469327,0407:direct interaction,0018:two hybrid,biogrid
Foxh1,14106,TF,Gsc,14836,TF,mouse,17568773,823893,0915:physical association,0004:affinity chromatography technology,biogrid
Foxh1,14106,TF,Gsc,14836,TF,mouse,17568773,823894,0915:physical association,0004:affinity chromatography technology,biogrid
Foxh1,14106,TF,Gsc,14836,TF,mouse,17568773,EBI-7457478,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Foxh1,14106,TF,Gsc,14836,TF,mouse,17568773,EBI-7457644,0915:physical association,0096:pull down,intact
Foxh1,14106,TF,Nkx2-5,18091,TF,mouse,15363409,860295,0915:physical association,0004:affinity chromatography technology,biogrid
Foxh1,14106,TF,Nkx2-5,18091,TF,mouse,15363409,860296,0915:physical association,0004:affinity chromatography technology,biogrid
Foxh1,14106,TF,Nkx2-5,18091,TF,mouse,20211142,469573,0407:direct interaction,0018:two hybrid,biogrid
Foxh1,14106,TF,Rxrg,20183,TF,mouse,20211142,469574,0407:direct interaction,0018:two hybrid,biogrid
Foxh1,14106,TF,Smad2,17126,TF,mouse,20211142,469571,0407:direct interaction,0018:two hybrid,biogrid
Foxh1,14106,TF,Smad2,17126,TF,mouse,9702197,816283,0915:physical association,0004:affinity chromatography technology,biogrid
Foxh1,14106,TF,Smad3,17127,TF,mouse,20211142,469572,0407:direct interaction,0018:two hybrid,biogrid
Foxj1,15223,TF,Rfx2,19725,TF,mouse,20211142,469614,0407:direct interaction,0018:two hybrid,biogrid
Foxl2,26927,TF,Esr1,13982,TF,mouse,20005806,EBI-2526203,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Foxl2,26927,TF,Esr2,13983,TF,mouse,20005806,EBI-2526272,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Foxm1,14235,TF,Nanog,71950,TF,mouse,20622153,590936,0915:physical association,0004:affinity chromatography technology,biogrid
Foxn2,14236,TF,Nfe2,18022,TF,mouse,20211142,469577,0407:direct interaction,0018:two hybrid,biogrid
Foxn2,14236,TF,Tlx3,27140,TF,mouse,20211142,469578,0407:direct interaction,0018:two hybrid,biogrid
Foxo1,56458,TF,Bsx,244813,TF,mouse,17550780,799938,0915:physical association,0004:affinity chromatography technology,biogrid
Foxo1,56458,TF,Bsx,244813,TF,mouse,17550780,799939,0915:physical association,0004:affinity chromatography technology,biogrid
Foxo1,56458,TF,Cebpa,12606,TF,mouse,17627282,EBI-7496371,0915:physical association,0006:anti bait coimmunoprecipitation,intact
Foxo1,56458,TF,Cebpa,12606,TF,mouse,17627282,EBI-7496609,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Foxo1,56458,TF,Cebpa,12606,TF,mouse,17627282,EBI-7496662,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Foxo1,56458,TF,Cebpa,12606,TF,mouse,17627282,EBI-7496723,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Foxo1,56458,TF,Cebpa,12606,TF,mouse,17627282,EBI-7496776,0915:physical association,0096:pull down,intact
Foxo1,56458,TF,Nr0b2,23957,TF,mouse,21081708,570179,0915:physical association,0004:affinity chromatography technology,biogrid
Foxo3,56484,TF,Hif1a,15251,TF,mouse,18268343,798195,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp1,108655,TF,Foxp3,20371,TF,mouse,22922362,810043,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp1,108655,TF,Foxp3,20371,TF,mouse,22922362,810282,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp1,108655,TF,Smad4,17128,TF,mouse,20211142,469802,0407:direct interaction,0018:two hybrid,biogrid
Foxp1,108655,TF,Tcf3,21423,TF,mouse,20211142,470066,0407:direct interaction,0018:two hybrid,biogrid
Foxp1,108655,TF,Unk,217331,TF,mouse,25737280,1256865,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ahctf1,226747,TF,mouse,22922362,809937,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Arid1a,93760,TF,mouse,22922362,809948,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ash2l,23808,TF,mouse,22922362,809951,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ash2l,23808,TF,mouse,22922362,810285,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Bcl11b,58208,TF,mouse,22922362,809959,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Bcl11b,58208,TF,mouse,22922362,810286,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Bclaf1,72567,TF,mouse,22922362,809962,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Bptf,207165,TF,mouse,22922362,809964,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Cbfb,12400,TF,mouse,22922362,809970,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Cbfb,12400,TF,mouse,22922362,810284,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Cdc5l,71702,TF,mouse,22922362,809979,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Cebpz,12607,TF,mouse,22922362,809982,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Dmap1,66233,TF,mouse,22922362,810016,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Dpf2,19708,TF,mouse,22922362,810020,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Elf1,13709,TF,mouse,22922362,810027,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Elf4,56501,TF,mouse,22922362,810028,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Elmsan1,238317,TF,mouse,22922362,809967,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Etv3,27049,TF,mouse,22922362,810030,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Foxp1,108655,TF,mouse,22922362,810043,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Foxp1,108655,TF,mouse,22922362,810282,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Foxp4,74123,TF,mouse,22922362,810045,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Gata3,14462,TF,mouse,22922362,810050,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Gata3,14462,TF,mouse,22922362,810283,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Gata3,14462,TF,mouse,22922362,810296,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Gatad2a,234366,TF,mouse,22922362,810051,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ikzf1,22778,TF,mouse,22922362,810082,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ikzf3,22780,TF,mouse,22922362,810083,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ikzf3,22780,TF,mouse,22922362,810287,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ikzf4,22781,TF,mouse,22579476,668278,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Ikzf4,22781,TF,mouse,22579476,668283,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Kat5,81601,TF,mouse,22579476,668275,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Kat5,81601,TF,mouse,22579476,668282,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Max,17187,TF,mouse,22922362,810117,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Mllt10,17354,TF,mouse,22922362,810122,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Nfatc1,18018,TF,mouse,22579476,668279,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Nfatc2,18019,TF,mouse,22922362,810135,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Nkrf,77286,TF,mouse,22922362,810136,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Noc4l,100608,TF,mouse,22922362,810138,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Nr3c1,14815,TF,mouse,22922362,810144,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Patz1,56218,TF,mouse,22922362,810156,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Rcor1,217864,TF,mouse,22922362,810191,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Rcor1,217864,TF,mouse,22922362,810294,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Runx1,12394,TF,mouse,22922362,810203,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarca4,20586,TF,mouse,22922362,810216,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarca4,20586,TF,mouse,22922362,810291,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarca5,93762,TF,mouse,22922362,810217,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarca5,93762,TF,mouse,22922362,810290,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarcc1,20588,TF,mouse,22922362,810218,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarcc1,20588,TF,mouse,22922362,810288,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarcc2,68094,TF,mouse,22922362,810219,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarce1,57376,TF,mouse,22922362,810220,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Smarce1,57376,TF,mouse,22922362,810289,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Sp110,109032,TF,mouse,22922362,810224,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Sp2,78912,TF,mouse,22922362,810225,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Stat3,20848,TF,mouse,19797626,EBI-11421079,0915:physical association,0006:anti bait coimmunoprecipitation,intact
Foxp3,20371,TF,Stat3,20848,TF,mouse,22922362,810229,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Taf1,270627,TF,mouse,22922362,810233,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Trp53,22059,TF,mouse,22922362,810248,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Vezf1,22344,TF,mouse,22922362,810261,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Whsc1,107823,TF,mouse,22922362,810268,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Wiz,22404,TF,mouse,22922362,810270,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Yy1,22632,TF,mouse,22922362,810273,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Zbtb33,56805,TF,mouse,22922362,810274,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Zfp148,22661,TF,mouse,22922362,810277,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Zfp326,54367,TF,mouse,22922362,810278,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Zfp346,26919,TF,mouse,22922362,810279,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Zfp512,269639,TF,mouse,22922362,810280,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp3,20371,TF,Zfp771,244216,TF,mouse,22922362,810281,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp4,74123,TF,Foxp3,20371,TF,mouse,22922362,810045,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp4,74123,TF,Pou5f1,18999,TF,mouse,20362541,471224,0915:physical association,0004:affinity chromatography technology,biogrid
Foxp4,74123,TF,Pou5f1,18999,TF,mouse,20362541,EBI-5668129,0914:association,0007:anti tag coimmunoprecipitation,intact
Foxp4,74123,TF,Pou5f1,18999,TF,mouse,20362541,EBI-5710940,0914:association,0007:anti tag coimmunoprecipitation,intact
Fubp3,320267,TF,Pou5f1,18999,TF,mouse,22083510,674322,0915:physical association,0004:affinity chromatography technology,biogrid
Gabpa,14390,TF,Crebbp,12914,TF,mouse,18295234,1036452,0407:direct interaction,0096:pull down,biogrid
Gabpa,14390,TF,Gabpb1,14391,TF,mouse,9461436,EBI-8676987,0407:direct interaction,0114:x-ray crystallography,intact
Gabpb1,14391,TF,Gabpa,14390,TF,mouse,9461436,EBI-8676987,0407:direct interaction,0114:x-ray crystallography,intact
Gata1,14460,TF,Creb1,12912,TF,mouse,17226765,463538,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Crebbp,12914,TF,mouse,22207202,1054953,0407:direct interaction,0415:enzymatic study,biogrid
Gata1,14460,TF,E2f2,242705,TF,mouse,19513100,353846,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Gata6,14465,TF,mouse,16199866,853027,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Gfi1b,14582,TF,mouse,15920471,503198,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Mbd2,17191,TF,mouse,15920471,503207,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Mbd3,17192,TF,mouse,15920471,503208,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Mta2,23942,TF,mouse,15920471,503202,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Mta2,23942,TF,mouse,15920471,503217,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Ppara,19013,TF,mouse,11724781,590591,0407:direct interaction,0096:pull down,biogrid
Gata1,14460,TF,Runx1,12394,TF,mouse,22325351,671343,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Smarca5,93762,TF,mouse,15920471,503219,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Spi1,20375,TF,mouse,20211142,469580,0407:direct interaction,0018:two hybrid,biogrid
Gata1,14460,TF,Tal1,21349,TF,mouse,15920471,503197,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Tal1,21349,TF,mouse,15920471,503199,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Tal1,21349,TF,mouse,16407974,EBI-8006602,0915:physical association,0006:anti bait coimmunoprecipitation,intact
Gata1,14460,TF,Zfpm1,22761,TF,mouse,15234987,EBI-4394629,0915:physical association,0018:two hybrid,intact
Gata1,14460,TF,Zfpm1,22761,TF,mouse,15920471,503195,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Zfpm1,22761,TF,mouse,19654328,467992,0915:physical association,0004:affinity chromatography technology,biogrid
Gata1,14460,TF,Zfpm1,22761,TF,mouse,19654328,468002,0915:physical association,0004:affinity chromatography technology,biogrid
Gata2,14461,TF,Nfatc1,18018,TF,mouse,19075112,1054900,0407:direct interaction,0096:pull down,biogrid
Gata2,14461,TF,Runx1,12394,TF,mouse,22325351,671344,0915:physical association,0004:affinity chromatography technology,biogrid
Gata3,14462,TF,Foxp3,20371,TF,mouse,22922362,810050,0915:physical association,0004:affinity chromatography technology,biogrid
Gata3,14462,TF,Foxp3,20371,TF,mouse,22922362,810283,0915:physical association,0004:affinity chromatography technology,biogrid
Gata3,14462,TF,Foxp3,20371,TF,mouse,22922362,810296,0915:physical association,0004:affinity chromatography technology,biogrid
Gata3,14462,TF,Irf4,16364,TF,mouse,19592658,EBI-11419750,0914:association,0006:anti bait coimmunoprecipitation,intact
Gata3,14462,TF,Irf4,16364,TF,mouse,19592658,EBI-11419755,0914:association,0006:anti bait coimmunoprecipitation,intact
Gata3,14462,TF,Ppara,19013,TF,mouse,11724781,590588,0407:direct interaction,0096:pull down,biogrid
Gata3,14462,TF,Sox4,20677,TF,mouse,22751141,EBI-6664903,0915:physical association,0006:anti bait coimmunoprecipitation,intact
Gata3,14462,TF,Spi1,20375,TF,mouse,19592658,EBI-11419745,0914:association,0006:anti bait coimmunoprecipitation,intact
Gata3,14462,TF,Spi1,20375,TF,mouse,19592658,EBI-11419750,0914:association,0006:anti bait coimmunoprecipitation,intact
Gata3,14462,TF,Tbx21,57765,TF,mouse,20211142,469582,0407:direct interaction,0018:two hybrid,biogrid
Gata4,14463,TF,Gata6,14465,TF,mouse,16199866,853028,0915:physical association,0004:affinity chromatography technology,biogrid
Gata4,14463,TF,Jarid2,16468,TF,mouse,15542826,EBI-493591,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Gata4,14463,TF,Jarid2,16468,TF,mouse,15542826,EBI-493617,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Gata4,14463,TF,Jarid2,16468,TF,mouse,15542826,EBI-493660,0915:physical association,0096:pull down,intact
Gata4,14463,TF,Nkx2-5,18091,TF,mouse,12845333,EBI-297037,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Gata4,14463,TF,Nkx2-5,18091,TF,mouse,9584153,EBI-493771,0915:physical association,0006:anti bait coimmunoprecipitation,intact
Gata4,14463,TF,Nkx2-5,18091,TF,mouse,9584153,EBI-493826,0915:physical association,0096:pull down,intact
Gata4,14463,TF,Nkx2-5,18091,TF,mouse,9584153,EBI-493844,0915:physical association,0096:pull down,intact
Gata4,14463,TF,Ppara,19013,TF,mouse,11724781,590589,0407:direct interaction,0096:pull down,biogrid
Gata4,14463,TF,Smad1,17125,TF,mouse,14662776,480717,0915:physical association,0004:affinity chromatography technology,biogrid
Gata4,14463,TF,Smad1,17125,TF,mouse,14662776,480724,0407:direct interaction,0096:pull down,biogrid
Gata4,14463,TF,Smad2,17126,TF,mouse,14662776,480718,0915:physical association,0004:affinity chromatography technology,biogrid
Gata4,14463,TF,Smad3,17127,TF,mouse,14662776,480719,0915:physical association,0004:affinity chromatography technology,biogrid
Gata4,14463,TF,Smad3,17127,TF,mouse,14662776,480725,0407:direct interaction,0096:pull down,biogrid
Gata4,14463,TF,Smad3,17127,TF,mouse,14662776,480727,0407:direct interaction,0018:two hybrid,biogrid
Gata4,14463,TF,Smad4,17128,TF,mouse,14662776,480720,0915:physical association,0004:affinity chromatography technology,biogrid
Gata4,14463,TF,Smad4,17128,TF,mouse,14662776,480721,0407:direct interaction,0096:pull down,biogrid
Gata4,14463,TF,Smad4,17128,TF,mouse,14662776,480726,0407:direct interaction,0096:pull down,biogrid
Gata4,14463,TF,Smad4,17128,TF,mouse,14662776,480728,0407:direct interaction,0018:two hybrid,biogrid
Gata4,14463,TF,Smarca4,20586,TF,mouse,15525990,506098,0915:physical association,0004:affinity chromatography technology,biogrid
Gata4,14463,TF,Smarcd3,66993,TF,mouse,15525990,506102,0915:physical association,0004:affinity chromatography technology,biogrid
Gata4,14463,TF,Zfpm2,22762,TF,mouse,17445768,797943,0915:physical association,0004:affinity chromatography technology,biogrid
Gata5,14464,TF,Rorb,225998,TF,mouse,20211142,469586,0407:direct interaction,0018:two hybrid,biogrid
Gata5,14464,TF,Smad4,17128,TF,mouse,14662776,480722,0407:direct interaction,0096:pull down,biogrid
Gata5,14464,TF,Zfp292,30046,TF,mouse,20211142,469584,0407:direct interaction,0018:two hybrid,biogrid
Gata6,14465,TF,Emx1,13796,TF,mouse,20211142,469487,0407:direct interaction,0018:two hybrid,biogrid
Gata6,14465,TF,Gata1,14460,TF,mouse,16199866,853027,0915:physical association,0004:affinity chromatography technology,biogrid
Gata6,14465,TF,Gata4,14463,TF,mouse,16199866,853028,0915:physical association,0004:affinity chromatography technology,biogrid
Gata6,14465,TF,Nkx2-1,21869,TF,mouse,20211142,469588,0407:direct interaction,0018:two hybrid,biogrid
Gata6,14465,TF,Nkx2-2,18088,TF,mouse,16887115,823988,0915:physical association,0004:affinity chromatography technology,biogrid
Gata6,14465,TF,Nkx2-2,18088,TF,mouse,16887115,823989,0915:physical association,0004:affinity chromatography technology,biogrid
Gata6,14465,TF,Ppara,19013,TF,mouse,11724781,590590,0407:direct interaction,0096:pull down,biogrid
Gata6,14465,TF,Smad4,17128,TF,mouse,14662776,480723,0407:direct interaction,0096:pull down,biogrid
Gata6,14465,TF,Ttf1,22130,TF,mouse,11733512,797260,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Esrrb,26380,TF,mouse,20362541,471486,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Foxp3,20371,TF,mouse,22922362,810051,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Hmga2,15364,TF,mouse,26045162,EBI-9986179,0914:association,0096:pull down,intact
Gatad2a,234366,TF,L3mbtl2,214669,TF,mouse,22770845,853450,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Nanog,71950,TF,mouse,18454139,471858,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Nanog,71950,TF,mouse,18454139,471890,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Nanog,71950,TF,mouse,23395962,1110803,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Nanog,71950,TF,mouse,23892456,885901,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Nanog,71950,TF,mouse,23892456,EBI-8820601,0914:association,0007:anti tag coimmunoprecipitation,intact
Gatad2a,234366,TF,Pou5f1,18999,TF,mouse,20362541,471189,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Pou5f1,18999,TF,mouse,20362542,471778,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Pou5f1,18999,TF,mouse,20362542,EBI-3043810,0914:association,0676:tandem affinity purification,intact
Gatad2a,234366,TF,Pou5f1,18999,TF,mouse,22083510,674323,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Sall4,99377,TF,mouse,20362541,471242,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Sox2,20674,TF,mouse,21532573,EBI-6120101,0914:association,0007:anti tag coimmunoprecipitation,intact
Gatad2a,234366,TF,Sox2,20674,TF,mouse,21532573,EBI-6123027,0914:association,0006:anti bait coimmunoprecipitation,intact
Gatad2a,234366,TF,Tfcp2l1,81879,TF,mouse,20362541,471383,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2a,234366,TF,Tfcp2l1,81879,TF,mouse,20362541,EBI-5735888,0914:association,0007:anti tag coimmunoprecipitation,intact
Gatad2b,229542,TF,Esrrb,26380,TF,mouse,20362541,471489,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,L3mbtl2,214669,TF,mouse,22770845,853456,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Nanog,71950,TF,mouse,18454139,471859,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Nanog,71950,TF,mouse,18454139,486633,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Nanog,71950,TF,mouse,23892456,885902,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Nanog,71950,TF,mouse,23892456,EBI-8820601,0914:association,0007:anti tag coimmunoprecipitation,intact
Gatad2b,229542,TF,Nr4a1,15370,TF,mouse,19321449,EBI-10895415,0914:association,0007:anti tag coimmunoprecipitation,intact
Gatad2b,229542,TF,Nr4a1,15370,TF,mouse,19321449,EBI-10897042,0915:physical association,0007:anti tag coimmunoprecipitation,intact
Gatad2b,229542,TF,Pou5f1,18999,TF,mouse,17093407,471632,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Pou5f1,18999,TF,mouse,20362541,471191,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Pou5f1,18999,TF,mouse,20362542,471779,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Pou5f1,18999,TF,mouse,20362542,EBI-3043810,0914:association,0676:tandem affinity purification,intact
Gatad2b,229542,TF,Pou5f1,18999,TF,mouse,22083510,674324,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Sall4,99377,TF,mouse,20362541,471245,0915:physical association,0004:affinity chromatography technology,biogrid
Gatad2b,229542,TF,Tfcp2l1,81879,TF,mouse,20362541,471386,0915:physical association,0004:affinity chromatography technology,biogrid
Gcfc2,330361,TF,Mybl2,17865,TF,mouse,20211142,469847,0407:direct interaction,0018:two hybrid,biogrid
Gcfc2,330361,TF,Ncoa3,17979,TF,mouse,20211142,469864,0407:direct interaction,0018:two hybrid,biogrid
Gcfc2,330361,TF,Nfe2,18022,TF,mouse,20211142,469915,0407:direct interaction,0018:two hybrid,biogrid
